Project_ID,Title,Description
54111,Energy-Aware QoS Flexibility in Kubernetes-Based Cloud Systems,"Project ID 54111
Energy-Aware QoS Flexibility in Kubernetes-Based Cloud Systems
Cloud-native applications often rely on Kubernetes quality-of-service mechanisms to provide predictable execution for important services. These mechanisms are useful because they protect applications from resource interference and help maintain stable response time. However, strict service configurations can sometimes make the system too rigid, especially when some parts of the infrastructure are temporarily unused. This project investigates how Kubernetes-based systems can use runtime flexibility to improve energy efficiency while preserving service quality. Instead of focusing only on increasing or decreasing the resources assigned to an application, the project studies how predefined quality-of-service configurations can be managed more intelligently when workload demand and resource availability change. The main objective is to explore whether unused system capacity can be exploited in a controlled and safe manner to improve the energy-performance balance of cloud-native services. The project may involve deploying microservices, creating workload scenarios, observing performance behavior, analyzing system utilization, and measuring energy-related metrics. Artificial intelligence techniques, including reinforcement learning, may be explored to support adaptive decision-making. The expected outcome is an experimental study and prototype showing how controlled runtime flexibility can help cloud-native systems become more energy-aware without compromising service reliability.
Faculty supervisor:  AbdelouahedGherbi
Faculty Province: Québec
Faculty University: École de Technologie Supérieure
Faculty Campus: Montréal
Project Location: Montreal, Québec
Language: Either English or French
Preferred start date: 2027-05-03 (yyyy-mm-dd)
View Detail
Apply"
54113,Energy-Efficient Cloud-Native Microservices Using AI-Based Resource Management,"Project ID 54113
Energy-Efficient Cloud-Native Microservices Using AI-Based Resource Management
Cloud-native applications are increasingly deployed as microservices on platforms such as Kubernetes. These applications often need to satisfy strict performance requirements, such as low response time and stable quality of service. To guarantee performance, microservices are commonly assigned fixed CPU resources. However, this static allocation can lead to unnecessary energy consumption when the workload changes and the reserved resources are not fully used. This project aims to explore how artificial intelligence, especially reinforcement learning, can improve CPU resource management for cloud-native microservices. The general idea is to dynamically adjust the CPU resources assigned to a microservice according to the current workload, observed response time, and quality-of-service requirements. The project will study how to reduce energy consumption while maintaining application performance. It may include deploying microservices in Kubernetes, generating different workload conditions, collecting performance metrics, measuring energy usage, and designing an intelligent resource management strategy. The objective is to develop and evaluate an adaptive approach that avoids unnecessary CPU usage while keeping the application within its performance target. This project contributes to sustainable cloud computing by investigating how AI-based resource management can make cloud-native infrastructures more energy efficient.
Faculty supervisor:  AbdelouahedGherbi
Faculty Province: Québec
Faculty University: École de Technologie Supérieure
Faculty Campus: Montréal
Project Location: Montreal, Québec
Language: Either English or French
Preferred start date: 2027-05-03 (yyyy-mm-dd)
View Detail
Apply"
54114,Distributed IoT–Edge Infrastructure for Real-Time AI Applications,"Project ID 54114
Distributed IoT–Edge Infrastructure for Real-Time AI Applications
Modern intelligent systems increasingly rely on distributed IoT and edge-computing infrastructures to support real-time AI applications such as smart monitoring, industrial inspection, activity recognition, and intelligent sensing. While IoT devices generate large amounts of data, their limited computational and energy resources often prevent them from executing complex AI workloads locally. Edge computing offers an effective solution by providing nearby computing resources capable of supporting latency-sensitive applications. This project focuses on the design, implementation, and evaluation of a distributed IoT–edge platform where embedded devices and edge servers cooperate to execute AI workloads efficiently. The project will investigate how sensing devices, local AI inference modules, communication services, and edge-side orchestration mechanisms can work together to support adaptive workload distribution under changing operating conditions. The platform will include IoT devices equipped with cameras or sensors, communication mechanisms between devices and edge servers, resource monitoring capabilities, and edge-side orchestration services capable of coordinating task execution across multiple computing resources. Experimental studies will evaluate the impact of network conditions, device limitations, resource availability, and workload characteristics on overall system performance. The project combines embedded systems, networking, edge computing, and distributed systems engineering. The resulting platform will serve as a practical testbed for future research on intelligent IoT–edge infrastructures and adaptive AI deployment strategies.
Faculty supervisor:  AbdelouahedGherbi
Faculty Province: Québec
Faculty University: École de Technologie Supérieure
Faculty Campus: Montréal
Project Location: Montreal, Québec
Language: Either English or French
Preferred start date: 2027-05-03 (yyyy-mm-dd)
View Detail
Apply"
54117,Adaptive AI Model Selection and Multi-Agent Learning for IoT–Edge Systems,"Project ID 54117
Adaptive AI Model Selection and Multi-Agent Learning for IoT–Edge Systems
Real-time AI applications operating across IoT and edge infrastructures must continuously balance competing objectives such as accuracy, latency, energy consumption, and resource utilization. Different AI models exhibit varying computational requirements and performance characteristics, making dynamic model selection and task placement critical challenges in distributed AI systems. This project focuses on the development of intelligent decision-making mechanisms that enable adaptive AI deployment in IoT–edge environments. The project will investigate how machine learning models with different accuracy–performance trade-offs can be combined with multi-agent reinforcement learning techniques to support autonomous decision-making. The work will include evaluating computer vision and perception models for tasks such as image classification, object detection, and activity recognition. These models will be benchmarked on both embedded and edge-computing platforms to characterize their computational costs and performance profiles. Building on these results, the project will develop multi-agent decision-making strategies capable of dynamically selecting AI models, controlling sensing rates, allocating resources, and determining where AI tasks should be executed. Reinforcement learning agents will learn adaptive policies that respond to changing system conditions, including network quality, resource availability, latency requirements, and workload demands. The resulting framework will provide an intelligent orchestration layer capable of improving system performance while maintaining application-level quality requirements in dynamic IoT–edge environments.
Faculty supervisor:  AbdelouahedGherbi
Faculty Province: Québec
Faculty University: École de Technologie Supérieure
Faculty Campus: Montréal
Project Location: Montreal, Québec
Language: Either English or French
Preferred start date: 2027-05-03 (yyyy-mm-dd)
View Detail
Apply"
54243,Improving Developer Experience in Modern Software Observability Platforms,"Project ID 54243
Improving Developer Experience in Modern Software Observability Platforms
Modern software systems, particularly cloud-native and microservices-based applications, require advanced observability techniques to ensure reliability, performance, and maintainability. However, the developer experience (DX) of using observability tools like OpenTelemetry, Prometheus, Jaeger, and Grafana remains a major challenge. Developers struggle with setting up instrumentation, interpreting metrics, logs, and traces, and correlating these signals during debugging or performance analysis. This project aims to systematically study and enhance the usability and developer experience of open-source observability platforms. The project will include: * Conducting a developer-centric usability study of selected observability tools. * Identifying friction points through interviews, surveys, and heuristic evaluations. * Prototyping improvements (e.g., dashboards, CLI helpers, configuration abstractions). * Validating these improvements through user studies or field evaluations. This research contributes to software engineering by bridging the gap between tooling capabilities and real-world developer needs, without relying on artificial intelligence.
Faculty supervisor:  FabioPetrillo
Faculty Province: Québec
Faculty University: École de Technologie Supérieure
Faculty Campus: Montréal
Project Location: Montreal, Québec
Language: Either English or French
Preferred start date: 2027-05-03 (yyyy-mm-dd)
View Detail
Apply"
54245,Improving video game test coverage with machine learning,"Project ID 54245
Improving video game test coverage with machine learning
Video games are complex software systems that demand developers several skills like AI, Programming, Computer Graphics, and Networks, and many more. Further, video games are challenging projects in terms of scope. In this respect, how to cover a high level of game scenarios without increasing the game test effort? A possible solution is to use Machine learning (ML) systems. Then, the used machine learning techniques might aid game developers and game testers by automatizing the video game test process. In this project, we will explore innovative ways to test video game scenarios by applying machine learning techniques (such as Reinforcement and Competitive Learning) to search for possible variations of user inputs and corner case behaviors on video game systems. Using different ML techniques, we will implement an experimental video game for training a model to auto-learn to play the game, generating test scenarios automatically and training dataset to an automatic testing system. Next, we will introduce controlled bugs in the original video game, and evaluate incrementally your approach. This project will produce the state of art of video game testing systems using Machine Learning techniques. All produced approaches will be applied on video game projects from student projects at UQAC to AAA video game projects, as Ubisoft Entertainment.
Faculty supervisor:  FabioPetrillo
Faculty Province: Québec
Faculty University: École de Technologie Supérieure
Faculty Campus: Montréal
Project Location: Montréal, Québec
Language: Either English or French
Preferred start date: 2027-05-03 (yyyy-mm-dd)
View Detail
Apply"
54246,Improving Reliability of Distributed Service-Based Systems using Machine Learning,"Project ID 54246
Improving Reliability of Distributed Service-Based Systems using Machine Learning
Today, there are so many varieties of service-based applications, from the tinny ones to large distributed systems, whether as a client-server architecture or a microservice structure, there is a massive number of possibilities. That diversity comes up with many challenges, multiple ways to tackle them, and many technologies associated, such as Docker, Kubernetes, Service-Mesh, Envoy, Kafka, Quarkus, and others.
Faculty supervisor:  FabioPetrillo
Faculty Province: Québec
Faculty University: École de Technologie Supérieure
Faculty Campus: Montréal
Project Location: Montreal, Québec
Language: Either English or French
Preferred start date: 2027-05-03 (yyyy-mm-dd)
View Detail
Apply"
54247,Implementing and Evaluating Game Server Solutions,"Project ID 54247
Implementing and Evaluating Game Server Solutions
Massive Multi-Player Online games (MMO) are one of the most profitable marketing in entertainment domain. MMOs connect millions of players each day in game campaigns extremely on sophisticated environments. However, MMO games impose several technical challenges to software engineers and system administration: real-time issues and scalability. To tackle that challenges, Google, in partnership with Ubisoft Entertainment, proposed Agones, an open-source project that uses Kubernetes to host and scale dedicated game servers. In this project, students will collaborate to instantiate and evaluate Agones to support MMOs. The principal purpose of this project is to create an evaluation environment to MMO game servers on software quality aspects, producing the state of art on game server practices. At the end of the internship, students will be able to work in AAA video game teams to implement complex MMO game servers.
Faculty supervisor:  FabioPetrillo
Faculty Province: Québec
Faculty University: École de Technologie Supérieure
Faculty Campus: Montréal
Project Location: Montreal, Québec
Language: Either English or French
Preferred start date: 2027-05-03 (yyyy-mm-dd)
View Detail
Apply"
54248,Immersive Virtual Reality Environment to Video Game Development,"Project ID 54248
Immersive Virtual Reality Environment to Video Game Development
Virtual Reality (VR) is an important platform to support new interactive ways to improve productivity on high cognitive complex activities. Activities like mechanical maintenance, surgical procedures or financial decisions need multi-interactive visualizations. Further, VR can either support software complex software development activities, providing a cutting-edge state of art integrated environment systems (IDE). In this research project, we will develop a VR IDE prototype to evaluate an innovative way to integrate game assets like sprites, sounds or textures with pieces of code, helping developers and artists to combine complex elements in the same environment. The main objective is to evaluate VR constructors, widgets and frameworks to create the first VR IDE for game development. In addition, this project product will support students in the context of UQAC's bachelor with major on video game conception.
Faculty supervisor:  FabioPetrillo
Faculty Province: Québec
Faculty University: École de Technologie Supérieure
Faculty Campus: Montréal
Project Location: Montreal, Québec
Language: Either English or French
Preferred start date: 2027-05-03 (yyyy-mm-dd)
View Detail
Apply"
54249,Visualizing and Understanding Modern Cloud-Native Software Architectures,"Project ID 54249
Visualizing and Understanding Modern Cloud-Native Software Architectures
Modern cloud-native systems—composed of microservices, APIs, containers, and orchestration platforms like Kubernetes—are difficult to understand, maintain, and evolve. This complexity can slow development and increase the risk of failure. However, students often lack hands-on experience working with such systems in a comprehensible and interactive way. This project aims to build and evaluate novel interactive software visualization tools that help developers better understand the architecture, behavior, and evolution of real-world cloud-native systems.
Faculty supervisor:  FabioPetrillo
Faculty Province: Québec
Faculty University: École de Technologie Supérieure
Faculty Campus: Montréal
Project Location: Montreal, Québec
Language: Either English or French
Preferred start date: 2027-05-03 (yyyy-mm-dd)
View Detail
Apply"
54252,Using machine learning to identify noise aspects in log files,"Project ID 54252
Using machine learning to identify noise aspects in log files
Software systems in production generate data, services, and facilities for their users. But as it runs, it also needs to create other information about the system execution. The log files hold this information, which will be helpful to DevOps engineers, monitoring and observability systems, ensuring the good health of the system, preventing attacks, and even as a basis for investigating any system failures. What are the scenarios, settings, and data capable of generating noise in log files? What data characterize the information desired in the log files, and what information is unwanted? From a knowledge base about logs, one way to reach this objective is to apply Machine Learning (ML) techniques to analyze the lines of the log files to find the noises of these contained in them. In this project, we will research existing log libraries, interview system operators to understand the scenarios in which logs are used, and what information is desired and unwanted from these scenarios. Thus, we will build a Machine Learning (ML) model to evaluate the log files and their noise level from the collected responses. The project product will support students in the context of UQAC's bachelor with a major in software with knowledge in monitoring, logging, and machine learning.
Faculty supervisor:  FabioPetrillo
Faculty Province: Québec
Faculty University: École de Technologie Supérieure
Faculty Campus: Montréal
Project Location: Montréal, Québec
Language: English
Preferred start date: 2027-05-03 (yyyy-mm-dd)
View Detail
Apply"
54384,Navigation et Surveillance Imperdables pour Véhicules Autonomes Aériens et Terrestres (NESIVA),"Project ID 54384
Navigation et Surveillance Imperdables pour Véhicules Autonomes Aériens et Terrestres (NESIVA)
This research project, entitled NESIVA, focuses on the development of resilient navigation and surveillance technologies for autonomous aerial and ground vehicles operating in GNSS-challenged environments. Many autonomous systems depend heavily on GNSS for positioning, navigation, and timing. However, GNSS signals are weak, vulnerable to interference, and often unavailable or degraded in dense urban areas, indoor environments, or contested operational conditions. The project will investigate the use of Signals of Opportunity (SoOP) as alternative sources of positioning and obstacle detection. These signals may include low Earth orbit satellite transmissions, whose number is rapidly increasing worldwide, as well as terrestrial communication signals such as 3G, 4G, 5G, and future 6G networks. By exploiting these existing signals in a passive and non-cooperative manner, NESIVA aims to support robust and resilient PNT capabilities without relying exclusively on GNSS. The LASSENA laboratory at ÉTS will contribute to the development of an intelligent universal SoOP receiver based on software-defined radio. The project will also explore multi-signal fusion, including LEO-SoOP and cellular signals, to provide a new generation of navigation and surveillance solutions for civil and military autonomous vehicles. The intern will participate in research activities related to signal acquisition, processing, receiver development, data analysis, and performance evaluation. This project offers an opportunity to work on a highly innovative topic at the intersection of satellite navigation, wireless communications, software-defined radio, autonomous systems, and resilient PNT technologies.
Faculty supervisor:  Rene JrLandry
Faculty Province: Québec
Faculty University: École de Technologie Supérieure
Faculty Campus: Montréal
Project Location: Montréal, Québec
Language: Either English or French
Preferred start date: 2027-05-03 (yyyy-mm-dd)
View Detail
Apply"
54471,Enhancing Software Development Workflows with Agentic AI,"Project ID 54471
Enhancing Software Development Workflows with Agentic AI
Software development teams increasingly rely on a wide range of tools and processes to manage coding, testing, deployment, maintenance, and collaboration activities. While modern AI systems can automate individual tasks, there is still limited understanding of how autonomous AI agents can effectively coordinate and optimize entire software development workflows. This project aims to design, develop, and evaluate Agentic AI solutions that enhance software engineering workflows. The student will investigate how AI agents can support developers during various phases of software development, including requirements analysis, implementation, testing, code review, continuous integration, deployment, and maintenance. The project will explore the use of single-agent and multi-agent systems capable of autonomously performing software engineering tasks and collaborating with human developers. Particular attention will be given to improving workflow efficiency, reducing development bottlenecks, increasing software quality, and supporting developer decision-making. The student will design and implement prototype AI agents, integrate them into software development environments, and evaluate their effectiveness through empirical studies and experiments using open-source software projects. The project may also investigate challenges related to reliability, explainability, trust, and human oversight of autonomous agents. The outcomes of this research will contribute to the development of next-generation intelligent software engineering environments where human developers and AI agents work together to accelerate software delivery and improve software quality.
Faculty supervisor:  AliOuni
Faculty Province: Québec
Faculty University: École de Technologie Supérieure
Faculty Campus: Montréal
Project Location: Montreal, Québec
Language: Either English or French
Preferred start date: 2027-05-03 (yyyy-mm-dd)
View Detail
Apply"
54473,Improving the Quality of Microservice-Based Systems Using Agentic AI,"Project ID 54473
Improving the Quality of Microservice-Based Systems Using Agentic AI
Microservice architectures have become the dominant paradigm for building large-scale cloud-native applications. While they provide flexibility, scalability, and independent deployment capabilities, they also introduce significant complexity. Developers must manage service dependencies, architectural drift, performance bottlenecks, technical debt, security vulnerabilities, testing challenges, and system evolution. Recent advances in Agentic AI have enabled the development of autonomous software engineering agents capable of performing complex tasks such as code analysis, bug detection, test generation, root cause analysis, architectural assessment, and automated software repair. However, the application of these agents to microservice quality assurance remains largely unexplored. This project aims to design and evaluate AI agents that continuously monitor, analyze, and improve the quality of microservice-based systems. The project will investigate how autonomous agents can identify architectural violations, detect microservice anti-patterns, recommend refactorings, improve test coverage, identify performance and reliability issues, and support software maintenance activities. The student will develop prototype agents and evaluate them using open-source microservice systems. The project will combine software analytics, large language models, and agent-based reasoning to create intelligent assistants capable of supporting developers throughout the lifecycle of microservice applications. The expected outcomes include new techniques, tools, and empirical evidence on the effectiveness of Agentic AI for improving software quality in modern distributed systems.
Faculty supervisor:  AliOuni
Faculty Province: Québec
Faculty University: École de Technologie Supérieure
Faculty Campus: Montréal
Project Location: Montreal, Québec
Language: Either English or French
Preferred start date: 2027-05-03 (yyyy-mm-dd)
View Detail
Apply"
54476,Agentic AI and Model Context Protocol (MCP) for Intelligent Software Engineering,"Project ID 54476
Agentic AI and Model Context Protocol (MCP) for Intelligent Software Engineering
Recent advances in large language models have led to the emergence of AI agents capable of performing increasingly sophisticated software engineering tasks. However, the effectiveness of these agents depends largely on their ability to access relevant information and interact with the diverse tools used by software development teams. The Model Context Protocol (MCP) has recently emerged as a promising standard for enabling secure and standardized communication between AI agents and external software engineering resources. This project aims to explore how MCP can be leveraged to build intelligent software engineering agents capable of supporting developers throughout the software lifecycle. The project will investigate how agents can interact with code repositories, issue tracking systems, documentation platforms, CI/CD pipelines, testing frameworks, and other development tools through MCP-based integrations. The student will design, implement, and evaluate AI agents capable of performing tasks such as code analysis, automated code review, bug investigation, test generation, technical debt management, software maintenance, and development workflow automation. The project will also examine how MCP can facilitate collaboration among multiple agents and between human developers and AI agents. Particular attention will be given to challenges related to reliability, security, transparency, trustworthiness, and governance of agent-based software engineering systems. The project aims to contribute new knowledge, tools, and best practices for integrating MCP-enabled AI agents into modern software development environments. The outcomes of this research will help advance the next generation of intelligent development environments where developers and AI agents collaborate effectively to improve software quality and productivity.
Faculty supervisor:  AliOuni
Faculty Province: Québec
Faculty University: École de Technologie Supérieure
Faculty Campus: Montréal
Project Location: Montreal, Québec
Language: Either English or French
Preferred start date: 2027-05-03 (yyyy-mm-dd)
View Detail
Apply"
